date,closest_day_forecast,base_forecast: 1 day(s),base_forecast: 7 day(s),mean_forecast,MAPE_forecast,real_values
2017-12-01 12:00:00,0.1535,0.145,0.371,0.2904565217391304,0.10483928617881597,0.3295
2017-12-01 12:30:00,0.133,0.314,0.356,0.2684891304347826,0.14160714334108074,1.4225
2017-12-01 13:00:00,0.131,0.0905,0.2475,0.21686956521739129,0.10959091989905546,0.5605
2017-12-01 13:30:00,0.088,0.099,0.143,0.21444565217391306,0.11842188055734074,0.423
2017-12-01 14:00:00,0.1895,0.114,0.0819999999999999,0.24879347826086953,0.15438235195249667,0.336
2017-12-01 14:30:00,0.126,0.1665,0.1405,0.2268369565217391,0.11803750163615116,0.369
2017-12-01 15:00:00,0.279,0.131,0.1875,0.19969565217391305,0.17278124795641978,1.0465
2017-12-01 15:30:00,0.1345,0.1605,0.293,0.27949999999999997,0.16814999836238145,0.7305
2017-12-01 16:00:00,0.3135,0.2885,0.403,0.3142391304347827,0.20612500173517262,1.0055
2017-12-01 16:30:00,0.293,0.527,0.6225,0.2834565217391305,0.20191666713474365,0.5095
2017-12-01 17:00:00,0.401,0.9245,0.5589999999999999,0.39622826086956525,0.25543750095189205,0.989
2017-12-01 17:30:00,0.482,0.3685,0.5655,0.5535217391304348,0.2428750013561263,0.403
2017-12-01 18:00:00,0.4255,0.44,0.491,0.5702282608695652,0.2144583357039009,0.4455
2017-12-01 18:30:00,0.481,0.3865,0.602,0.46325000000000016,0.2545961631854887,0.4595
2017-12-01 19:00:00,1.3585,0.7170000000000001,0.5665,0.48569565217391303,0.22941667113629768,0.6665
2017-12-01 19:30:00,0.6875,1.915,0.498,0.4259239130434782,0.21559525405118607,0.9335
2017-12-01 20:00:00,0.466,0.456,0.5705,0.37316304347826085,0.2947499986228949,0.3095
2017-12-01 20:30:00,0.379,0.499,0.3695,0.34161956521739145,0.22901564238308336,0.3095
2017-12-01 21:00:00,0.3835,0.5005,0.4205,0.3420434782608695,0.2767500039016735,0.2695
2017-12-01 21:30:00,0.3775,0.516,0.4555,0.34170652173913035,0.22153125420359435,0.305
2017-12-01 22:00:00,0.368,0.5665,0.4765,0.35746739130434785,0.29120453476855723,0.272
2017-12-01 22:30:00,0.4335,0.3229999999999999,0.4370000000000001,0.2778586956521739,0.15822223260769847,0.2965
2017-12-01 23:00:00,0.192,0.364,0.2955,0.28911956521739135,0.20221153694749647,0.213
2017-12-01 23:30:00,0.2345,0.328,0.28,0.19940217391304346,0.14831250034646343,0.1795
2017-12-02 00:00:00,0.1615,0.1425,0.081,0.19477659574468087,0.16706249919005509,0.1125
2017-12-02 00:30:00,0.146,0.121,0.1185,0.17195744680851058,0.14437499989960098,0.1255
2017-12-02 01:00:00,0.114,0.07,0.1035,0.17296808510638298,0.14734375256067497,0.103
2017-12-02 01:30:00,0.098,0.134,0.1575,0.15592553191489364,0.13634375130449727,0.1165
2017-12-02 02:00:00,0.113,0.105,0.1045,0.1578510638297872,0.14085714087434967,0.113
2017-12-02 02:30:00,0.1335,0.1455,0.1405,0.14569148936170218,0.11925000063414691,0.1375
2017-12-02 03:00:00,0.1185,0.087,0.0645,0.1492872340425532,0.12175000176248295,0.108
2017-12-02 03:30:00,0.135,0.09,0.0865,0.1465425531914894,0.12694999961214726,0.1669999999999999
2017-12-02 04:00:00,0.1165,0.1,0.076,0.15172340425531916,0.13689285824684322,0.104
2017-12-02 04:30:00,0.0855,0.152,0.1285,0.15368085106382975,0.13885000174376325,0.1145
2017-12-02 05:00:00,0.134,0.1735,0.1369999999999999,0.17462765957446807,0.13235002946460922,0.0865
2017-12-02 05:30:00,0.1455,0.1775,0.126,0.18927659574468084,0.16042857287591858,0.1535
2017-12-02 06:00:00,0.2695,0.2345,0.2255,0.2491702127659575,0.20518749994127064,0.2165
2017-12-02 06:30:00,0.217,0.191,0.148,0.3538085106382978,0.2442899973374019,0.3855
2017-12-02 07:00:00,0.157,0.1655,0.17,0.4262340425531916,0.23155262820802094,0.153
2017-12-02 07:30:00,0.317,0.355,0.32,0.3885319148936171,0.2904423058400214,0.2645
2017-12-02 08:00:00,0.1875,0.9365,0.276,0.37496808510638313,0.2867249958693516,0.91
2017-12-02 08:30:00,0.2815,0.4015,0.395,0.5180212765957446,0.203888893558262,0.4295
2017-12-02 09:00:00,0.221,0.158,0.6995,0.5243297872340426,0.2300000010321815,0.301
2017-12-02 09:30:00,0.2375,0.433,0.325,0.5183297872340424,0.261892857896182,0.2825
2017-12-02 10:00:00,0.258,0.401,0.1639999999999999,0.4247872340425531,0.20437500100036793,0.3229999999999999
2017-12-02 10:30:00,0.2615,0.3695,0.089,0.4087872340425533,0.17610416745879545,0.346
2017-12-02 11:00:00,0.228,0.3175,0.62,0.4068510638297871,0.1847083341160255,0.333
2017-12-02 11:30:00,0.2855,0.31,0.53,0.3998617021276596,0.16092857289359933,0.3775
2017-12-02 12:00:00,0.1705,0.3295,0.8485,0.37628723404255326,0.13247727499102985,0.1205
2017-12-02 12:30:00,0.1835,1.4225,0.373,0.37421276595744685,0.16329687629674802,0.1639999999999999
2017-12-02 13:00:00,0.153,0.5605,0.347,0.2945,0.2323499850857228,0.2735
2017-12-02 13:30:00,0.2795,0.423,0.617,0.2896914893617021,0.14956250488453277,0.2265
2017-12-02 14:00:00,0.24,0.336,1.062,0.3571489361702127,0.1466666679151306,0.292
2017-12-02 14:30:00,0.163,0.369,0.34,0.2922446808510638,0.11423077224006342,0.5355
2017-12-02 15:00:00,0.162,1.0465,0.389,0.34407446808510633,0.23190382687194758,0.399
2017-12-02 15:30:00,0.214,0.7305,0.4175,0.30976595744680846,0.22987499424276414,0.4015
2017-12-02 16:00:00,0.264,1.0055,0.471,0.40440425531914886,0.19320833620343836,0.544
2017-12-02 16:30:00,0.2305,0.5095,0.472,0.3770638297872341,0.2808749910990516,0.385
2017-12-02 17:00:00,0.194,0.989,0.3915,0.43312765957446814,0.19513159048785048,0.3025
2017-12-02 17:30:00,0.329,0.403,0.614,0.4248297872340425,0.25487499820266785,0.3725
2017-12-02 18:00:00,0.4775,0.4455,0.565,0.4557872340425532,0.22314285779343337,1.0855
2017-12-02 18:30:00,0.602,0.4595,0.911,0.5323723404255322,0.22296428619382902,1.1135
2017-12-02 19:00:00,1.2515,0.6665,1.5695,0.4851914893617021,0.2289772751512876,0.439
2017-12-02 19:30:00,0.8575,0.9335,0.3625,0.3872765957446808,0.3024285723003788,0.4755
2017-12-02 20:00:00,0.418,0.3095,0.4035,0.36951063829787245,0.29190000136128585,0.4495
2017-12-02 20:30:00,0.91,0.3095,0.442,0.3465425531914893,0.24147500804677996,0.4955
2017-12-02 21:00:00,0.7959999999999999,0.2695,0.5429999999999999,0.3572978723404256,0.2711750022957282,0.4615
2017-12-02 21:30:00,0.6565,0.305,0.5205,0.36834042553191476,0.3269038398557974,0.3785
2017-12-02 22:00:00,0.3835,0.272,0.6025,0.38431914893617025,0.2950499986663233,0.411
2017-12-02 22:30:00,0.3225,0.2965,0.409,0.310531914893617,0.1559643190001947,0.179
2017-12-02 23:00:00,0.2785,0.213,0.3245,0.2692446808510638,0.2064423065703092,0.19
2017-12-02 23:30:00,0.2295,0.1795,0.332,0.22530851063829785,0.16709090840230342,0.297
2017-12-03 00:00:00,0.128,0.1125,0.099,0.19845833333333332,0.13545588439456163,0.267
2017-12-03 00:30:00,0.1015,0.1255,0.21,0.16937500000000003,0.13471428644529612,0.147
2017-12-03 01:00:00,0.1405,0.103,0.17,0.16369791666666664,0.15078570025883395,0.152
2017-12-03 01:30:00,0.1505,0.1165,0.165,0.16278125,0.1501923056148161,0.135
2017-12-03 02:00:00,0.138,0.113,0.1095,0.16367708333333333,0.12108333636411166,0.13
2017-12-03 02:30:00,0.1295,0.1375,0.1215,0.1612916666666667,0.12684999988575865,0.0955
2017-12-03 03:00:00,0.0755,0.108,0.0565,0.14753124999999995,0.10941666710848455,0.085
2017-12-03 03:30:00,0.0885,0.1669999999999999,0.104,0.15415625,0.1273571424049728,0.109
2017-12-03 04:00:00,0.063,0.104,0.094,0.15205208333333334,0.13961110382980105,0.127
2017-12-03 04:30:00,0.143,0.1145,0.141,0.15439583333333332,0.1391250002157824,0.1585
2017-12-03 05:00:00,0.104,0.0865,0.1305,0.1830312499999999,0.1397500039636429,0.128
2017-12-03 05:30:00,0.154,0.1535,0.1405,0.1748854166666666,0.15612499955477632,0.204
2017-12-03 06:00:00,0.2015,0.2165,0.2025,0.21460416666666662,0.2175416301668829,0.2525
2017-12-03 06:30:00,0.1845,0.3855,0.17,0.22578124999999993,0.19924999926828355,0.189
2017-12-03 07:00:00,0.14,0.153,0.1669999999999999,0.2424270833333333,0.21123437150998345,0.3035
2017-12-03 07:30:00,0.1915,0.2645,0.179,0.27903124999999995,0.15760417430560048,0.2745
2017-12-03 08:00:00,0.418,0.91,0.386,0.34712500000000013,0.22847000002324888,0.3565
2017-12-03 08:30:00,0.239,0.4295,0.2075,0.46723958333333343,0.1758541675105614,0.725
2017-12-03 09:00:00,0.45,0.301,0.243,0.5635833333333334,0.2338750014711873,1.122
2017-12-03 09:30:00,0.4275,0.2825,2.0735,0.5877291666666666,0.23879166799214738,0.289
2017-12-03 10:00:00,1.0565,0.3229999999999999,0.3555,0.59875,0.24209380885577536,0.2485
2017-12-03 10:30:00,0.938,0.346,0.298,0.46021875000000007,0.1973500015621245,0.225
2017-12-03 11:00:00,0.4615,0.333,0.256,0.42355208333333333,0.18072500084177484,0.1825
2017-12-03 11:30:00,0.279,0.3775,0.6035,0.3374791666666666,0.14775000155408227,0.124
2017-12-03 12:00:00,0.266,0.1205,0.4370000000000001,0.3104166666666667,0.13681818563443052,0.293
2017-12-03 12:30:00,0.3105,0.1639999999999999,0.6645,0.35019791666666666,0.13658333861931668,0.4005
2017-12-03 13:00:00,0.574,0.2735,0.4285,0.34351041666666654,0.15492857251321487,0.339
2017-12-03 13:30:00,0.3485,0.2265,0.3229999999999999,0.3825416666666668,0.16985000389535182,0.5405
2017-12-03 14:00:00,0.253,0.292,0.3085,0.3584895833333334,0.23344999527336482,0.4105
2017-12-03 14:30:00,0.273,0.5355,0.345,0.3785833333333335,0.1801111138876828,0.3705
2017-12-03 15:00:00,0.253,0.399,0.3545,0.40796875,0.24537499463378132,0.4095
2017-12-03 15:30:00,0.21,0.4015,0.62,0.32081249999999994,0.15352501081865627,0.4635
2017-12-03 16:00:00,0.3175,0.544,0.532,0.3948125000000002,0.17783333686076108,0.534
2017-12-03 16:30:00,0.276,0.385,0.5379999999999999,0.49662499999999987,0.22312500183379222,0.7555
2017-12-03 17:00:00,0.3605,0.3025,0.8785,0.5404062500000001,0.2241111135670916,0.9935
2017-12-03 17:30:00,0.6205,0.3725,1.809,0.6253437499999999,0.29115000137890107,1.7845
2017-12-03 18:00:00,0.902,1.0855,0.5645,0.6290520833333336,0.23866666772991854,1.1005
2017-12-03 18:30:00,1.0345,1.1135,0.472,0.5504166666666667,0.23914287585668886,0.5760000000000001
2017-12-03 19:00:00,1.6285,0.439,0.62,0.5094375000000001,0.2708888906491101,0.7809999999999999
2017-12-03 19:30:00,1.1805,0.4755,0.5195,0.48008333333333314,0.2882500019357724,0.5475
2017-12-03 20:00:00,0.851,0.4495,0.472,0.43276041666666676,0.32837499689477256,0.8165
2017-12-03 20:30:00,1.619,0.4955,0.4865,0.4225833333333333,0.18389599408163948,0.53
2017-12-03 21:00:00,0.916,0.4615,0.508,0.39587500000000014,0.30934374720665153,0.5005
2017-12-03 21:30:00,0.479,0.3785,0.4275,0.4240416666666666,0.19645000210428493,0.344
2017-12-03 22:00:00,0.4865,0.411,0.332,0.3408020833333334,0.2720937411981917,0.416
2017-12-03 22:30:00,0.159,0.179,0.3105,0.25146874999999996,0.19618749930380308,0.2135
2017-12-03 23:00:00,0.171,0.19,0.1535,0.1916249999999999,0.1513750043434611,0.139
2017-12-03 23:30:00,0.158,0.297,0.069,0.17705208333333342,0.14865277783400896,0.0935
2017-12-04 00:00:00,0.1625,0.267,0.109,0.16029761904761908,0.1459318119083175,0.1395
2017-12-04 00:30:00,0.1615,0.147,0.162,0.1566785714285714,0.13649999969154833,0.1255
2017-12-04 01:00:00,0.1385,0.152,0.175,0.1508452380952381,0.13668750003180588,0.1745
2017-12-04 01:30:00,0.14,0.135,0.14,0.15191666666666664,0.13743750023620074,0.1275
2017-12-04 02:00:00,0.119,0.13,0.1195,0.13328571428571429,0.12295833220007592,0.1245
2017-12-04 02:30:00,0.1425,0.0955,0.129,0.14217857142857143,0.13092857170228717,0.0875
2017-12-04 03:00:00,0.11,0.085,0.077,0.1364404761904762,0.118300000755882,0.107
2017-12-04 03:30:00,0.1415,0.109,0.0755,0.14427380952380953,0.130083334724502,0.1385
2017-12-04 04:00:00,0.1105,0.127,0.0815,0.1493809523809524,0.11050000184197814,0.1425
2017-12-04 04:30:00,0.1395,0.1585,0.105,0.14921428571428572,0.13912500046730053,0.1485
2017-12-04 05:00:00,0.173,0.128,0.1985,0.17910714285714285,0.16129166909540915,0.192
2017-12-04 05:30:00,0.1445,0.204,0.1065,0.18345238095238092,0.16624999613986258,0.1155
2017-12-04 06:00:00,0.211,0.2525,0.2275,0.47630952380952385,0.24105555704327525,0.2215
2017-12-04 06:30:00,0.1725,0.189,0.1395,0.36678571428571427,0.2873437480324811,0.2245
2017-12-04 07:00:00,0.742,0.3035,1.0785,0.5278690476190477,0.31020000049109736,0.4715
2017-12-04 07:30:00,1.423,0.2745,0.431,0.36725,0.1625312507607972,0.2245
2017-12-04 08:00:00,0.72,0.3565,0.4370000000000001,0.3019047619047619,0.12065625176156297,0.329
2017-12-04 08:30:00,0.9045,0.725,0.238,0.20938095238095236,0.1602894733138437,1.768
2017-12-04 09:00:00,0.328,1.122,0.2405,0.19013095238095237,0.14286290182152675,0.3825
2017-12-04 09:30:00,0.1625,0.289,0.227,0.1639761904761905,0.1193000012653141,0.17
2017-12-04 10:00:00,0.0945,0.2485,0.134,0.1544047619047619,0.14812499647437333,0.37
2017-12-04 10:30:00,0.1015,0.225,0.1355,0.15789285714285714,0.13287499752522616,0.3005
2017-12-04 11:00:00,0.1335,0.1825,0.187,0.21430952380952376,0.0988076935226722,0.3385
2017-12-04 11:30:00,0.1435,0.124,0.2225,0.1983809523809524,0.1079166696438555,0.2895
2017-12-04 12:00:00,0.2855,0.293,0.4115,0.20851190476190476,0.1722499996932645,0.1105
2017-12-04 12:30:00,0.1405,0.4005,0.2555,0.16696428571428573,0.14635714293757657,0.0835
2017-12-04 13:00:00,0.121,0.339,0.196,0.16541666666666663,0.12088750508448251,0.092
2017-12-04 13:30:00,0.105,0.5405,0.203,0.1498452380952381,0.1209250013664559,0.1245
2017-12-04 14:00:00,0.12,0.4105,0.1375,0.15226190476190476,0.1290172401425748,0.127
2017-12-04 14:30:00,0.1369999999999999,0.3705,0.2075,0.15160714285714283,0.12058333488014057,0.149
2017-12-04 15:00:00,0.124,0.4095,0.2195,0.18532142857142858,0.1092500050430452,0.118
2017-12-04 15:30:00,0.141,0.4635,0.2505,0.19735714285714284,0.15912500027873366,0.1145
2017-12-04 16:00:00,0.13,0.534,0.3845,0.271702380952381,0.20532811793061587,0.165
2017-12-04 16:30:00,0.2745,0.7555,0.5595,0.29470238095238094,0.21883333088415985,0.184
2017-12-04 17:00:00,0.529,0.9935,0.4905,0.38242857142857145,0.1835357149067693,0.1975
2017-12-04 17:30:00,0.239,1.7845,0.7085,0.5751190476190476,0.3052857155142614,0.306
2017-12-04 18:00:00,0.246,1.1005,1.4355,0.6193809523809524,0.3509375014364,0.8809999999999999
2017-12-04 18:30:00,0.3565,0.5760000000000001,0.7905,0.5114523809523811,0.2922083383200356,1.351
2017-12-04 19:00:00,0.9105,0.7809999999999999,0.476,0.44747619047619047,0.3295249995104626,0.385
2017-12-04 19:30:00,0.2795,0.5475,0.4735,0.37324999999999997,0.31207142937902155,0.365
2017-12-04 20:00:00,0.337,0.8165,0.4905,0.4182380952380953,0.26421875961260555,0.2375
2017-12-04 20:30:00,0.439,0.53,0.459,0.4453095238095237,0.26606818420644224,0.412
2017-12-04 21:00:00,0.3215,0.5005,0.675,0.41735714285714287,0.29892010771504746,0.314
2017-12-04 21:30:00,0.328,0.344,0.491,0.3425357142857142,0.20759375187576276,0.318
2017-12-04 22:00:00,0.3855,0.416,0.81,0.30079761904761904,0.18275000728386157,0.3985
2017-12-04 22:30:00,0.2735,0.2135,0.34,0.23279761904761903,0.14866666779919932,0.143
2017-12-04 23:00:00,0.2305,0.139,0.6735,0.2018452380952381,0.15972058745617224,0.097
2017-12-04 23:30:00,0.2265,0.0935,0.1255,0.15497619047619046,0.12140000180968254,0.0775
2017-12-05 00:00:00,0.166,0.1395,0.149,0.1610434782608696,0.1669998536499637,0.133
2017-12-05 00:30:00,0.119,0.1255,0.143,0.1590217391304348,0.11975000252041312,0.1145
2017-12-05 01:00:00,0.1085,0.1745,0.1385,0.1542608695652174,0.12993750102989232,0.1485
2017-12-05 01:30:00,0.084,0.1275,0.127,0.14298913043478262,0.1351071414290791,0.0995
2017-12-05 02:00:00,0.126,0.1245,0.1265,0.14014130434782607,0.11460714544560903,0.1115
2017-12-05 02:30:00,0.13,0.0875,0.1175,0.14345652173913043,0.12250000006055003,0.0505
2017-12-05 03:00:00,0.1295,0.107,0.1015,0.14545652173913043,0.13620833177007943,0.106
2017-12-05 03:30:00,0.1355,0.1385,0.065,0.14945652173913043,0.12087499998314674,0.0905
2017-12-05 04:00:00,0.1125,0.1425,0.0905,0.16951086956521738,0.14269444461007216,0.144
2017-12-05 04:30:00,0.1075,0.1485,0.0735,0.15157608695652175,0.11487500385559626,0.1115
2017-12-05 05:00:00,0.1775,0.192,0.195,0.19054347826086956,0.1795681805134335,0.1915
2017-12-05 05:30:00,0.218,0.1155,0.1275,0.19105434782608693,0.1727499973448621,0.072
2017-12-05 06:00:00,0.593,0.2215,0.2015,0.46922826086956526,0.23705555695620678,0.192
2017-12-05 06:30:00,0.398,0.2245,0.184,0.3948478260869565,0.18865387759252833,0.3229999999999999
2017-12-05 07:00:00,0.7605,0.4715,0.9035,0.5342717391304348,0.28715000164162885,1.0595
2017-12-05 07:30:00,0.33,0.2245,0.478,0.39403260869565215,0.16401666869381618,0.68
2017-12-05 08:00:00,0.1415,0.329,0.206,0.3376195652173913,0.11904166974309001,0.441
2017-12-05 08:30:00,0.2035,1.768,0.2045,0.32968478260869566,0.14923684240190196,0.2185
2017-12-05 09:00:00,0.261,0.3825,0.121,0.2094891304347826,0.12132143162545744,0.197
2017-12-05 09:30:00,0.999,0.17,0.1335,0.21383695652173912,0.15379411490247713,0.1475
2017-12-05 10:00:00,0.2115,0.37,0.1085,0.18585869565217392,0.14939864761287663,0.212
2017-12-05 10:30:00,0.146,0.3005,0.0935,0.17978260869565216,0.11832143921043192,0.185
2017-12-05 11:00:00,0.12,0.3385,0.073,0.20805434782608695,0.09687500505818838,0.235
2017-12-05 11:30:00,0.097,0.2895,0.0985,0.22102173913043477,0.15468749862841838,0.1835
2017-12-05 12:00:00,0.1645,0.1105,0.3245,0.18652173913043474,0.12676923333533197,0.218
2017-12-05 12:30:00,0.1095,0.0835,0.1865,0.19602173913043477,0.15629999867943123,0.3015
2017-12-05 13:00:00,0.148,0.092,0.148,0.18943478260869562,0.13358333324061697,0.2005
2017-12-05 13:30:00,0.076,0.1245,0.139,0.17782608695652175,0.13198214318766216,0.205
2017-12-05 14:00:00,0.1115,0.127,0.078,0.16658695652173913,0.12874999948794938,0.253
2017-12-05 14:30:00,0.1155,0.149,0.0875,0.16942391304347826,0.12278571569160904,0.188
2017-12-05 15:00:00,0.2285,0.118,0.0819999999999999,0.20781521739130435,0.10347222675937909,0.254
2017-12-05 15:30:00,0.1285,0.1145,0.129,0.19644565217391305,0.15249999899882827,0.1835
2017-12-05 16:00:00,0.1305,0.165,0.2475,0.23375000000000004,0.17980357183419055,0.3565
2017-12-05 16:30:00,0.097,0.184,0.525,0.25177173913043477,0.17454166739803062,0.6555
2017-12-05 17:00:00,0.092,0.1975,0.4205,0.34052173913043476,0.1579444458379286,0.469
2017-12-05 17:30:00,0.1425,0.306,0.8035,0.5712608695652174,0.24621428924383568,0.6705
2017-12-05 18:00:00,0.1815,0.8809999999999999,1.0565,0.6257934782608696,0.340800001148171,0.442
2017-12-05 18:30:00,0.1815,1.351,0.75,0.5674782608695652,0.26628571698862435,0.4405
2017-12-05 19:00:00,0.458,0.385,0.7695,0.6109021739130435,0.22950000719870217,0.44
2017-12-05 19:30:00,0.19,0.365,0.459,0.4419239130434783,0.22237501098529666,0.285
2017-12-05 20:00:00,0.2295,0.2375,0.6875,0.4138260869565218,0.33781249921263373,0.366
2017-12-05 20:30:00,0.278,0.412,0.7575,0.4340978260869565,0.3609499972114911,0.3229999999999999
2017-12-05 21:00:00,0.2595,0.314,0.536,0.3759130434782609,0.26064297386726254,0.3115
2017-12-05 21:30:00,0.2945,0.318,0.393,0.3423369565217391,0.27462499810619323,0.3225
2017-12-05 22:00:00,0.2195,0.3985,0.3375,0.29682608695652174,0.18915000220931116,0.2855
2017-12-05 22:30:00,0.1365,0.143,0.2385,0.20756521739130435,0.16531250018265212,0.108
2017-12-05 23:00:00,0.0895,0.097,0.159,0.20521739130434782,0.16206249946558876,0.1085
2017-12-05 23:30:00,0.132,0.0775,0.097,0.17658695652173914,0.13025000196078246,0.1145
2017-12-06 00:00:00,0.1295,0.133,0.147,0.1727553191489362,0.13050000087761543,0.157
2017-12-06 00:30:00,0.1415,0.1145,0.066,0.15768085106382979,0.13707142990271967,0.1205
2017-12-06 01:00:00,0.114,0.1485,0.092,0.14448936170212764,0.11800000131768193,0.15
2017-12-06 01:30:00,0.1145,0.0995,0.065,0.14191489361702128,0.1320833321120075,0.0655
2017-12-06 02:00:00,0.0635,0.1115,0.199,0.13682978723404257,0.12337500053474001,0.108
2017-12-06 02:30:00,0.1375,0.0505,0.153,0.13641489361702128,0.11598077043621884,0.051
2017-12-06 03:00:00,0.107,0.106,0.1555,0.1321914893617021,0.11350000012172497,0.1485
2017-12-06 03:30:00,0.1535,0.0905,0.083,0.13945744680851063,0.12775000086931942,0.098
2017-12-06 04:00:00,0.125,0.144,0.103,0.15656382978723402,0.14283333084169056,0.148
2017-12-06 04:30:00,0.1175,0.1115,0.047,0.1479468085106383,0.12309375195366813,0.1045
2017-12-06 05:00:00,0.1855,0.1915,0.113,0.17772340425531916,0.14427500026167045,0.1565
2017-12-06 05:30:00,0.2795,0.072,0.1345,0.2086595744680851,0.16274999489458788,0.0805
2017-12-06 06:00:00,0.9,0.192,0.25,0.5606808510638297,0.31965000041055514,0.188
2017-12-06 06:30:00,0.4665,0.3229999999999999,0.17,0.3538297872340426,0.28441665953895673,0.21
2017-12-06 07:00:00,0.23,1.0595,1.0265,0.5496276595744681,0.3131000004972645,1.0265
2017-12-06 07:30:00,0.1365,0.68,0.4575,0.4237340425531915,0.21043182035847927,0.4585
2017-12-06 08:00:00,0.1075,0.441,0.298,0.34605319148936164,0.1559318225990738,0.408
2017-12-06 08:30:00,0.109,0.2185,0.1315,0.2525212765957447,0.1381111135181651,0.1545
2017-12-06 09:00:00,0.1605,0.197,0.1305,0.2423085106382979,0.11288541741856968,0.124
2017-12-06 09:30:00,0.1215,0.1475,0.1155,0.2289255319148936,0.11593333466228758,0.085
2017-12-06 10:00:00,0.168,0.212,0.147,0.16803191489361702,0.14819117359383724,0.1615
2017-12-06 10:30:00,0.075,0.185,0.104,0.18628723404255323,0.13292647272030242,0.1255
2017-12-06 11:00:00,0.213,0.235,0.1235,0.23927659574468083,0.11931667074628977,0.143
2017-12-06 11:30:00,0.147,0.1835,0.094,0.21030851063829786,0.15041176337679038,0.1025
2017-12-06 12:00:00,0.198,0.218,0.2265,0.2117659574468085,0.15070588378290695,0.221
2017-12-06 12:30:00,0.184,0.3015,0.152,0.23603191489361702,0.17139285535791296,0.1405
2017-12-06 13:00:00,0.1355,0.2005,0.605,0.1883404255319149,0.13569444131917568,0.6435
2017-12-06 13:30:00,0.135,0.205,0.221,0.16754255319148936,0.13491666829169313,0.251
2017-12-06 14:00:00,0.081,0.253,0.591,0.23346808510638295,0.1557115355218948,0.617
2017-12-06 14:30:00,0.262,0.188,0.093,0.1810531914893617,0.15494078683387602,0.112
2017-12-06 15:00:00,0.2045,0.254,0.121,0.1784468085106383,0.14362499993876887,0.096
2017-12-06 15:30:00,0.2145,0.1835,0.09,0.2178297872340426,0.16408333165000122,0.099
2017-12-06 16:00:00,0.1635,0.3565,0.2365,0.2699893617021276,0.18485000095203302,0.2785
2017-12-06 16:30:00,0.1585,0.6555,0.4855,0.3613404255319149,0.16467857300970987,0.5429999999999999
2017-12-06 17:00:00,1.244,0.469,0.5579999999999999,0.4007234042553192,0.17497728093916318,1.5495
2017-12-06 17:30:00,0.468,0.6705,1.5955,0.5931489361702127,0.2720833344392435,1.0615
2017-12-06 18:00:00,0.302,0.442,0.5265,0.5633085106382978,0.23925000248183104,0.316
2017-12-06 18:30:00,0.3225,0.4405,0.5715,0.5582978723404255,0.28470833519379646,0.295
2017-12-06 19:00:00,0.3025,0.44,0.4835,0.45710638297872347,0.3339166620850224,0.2475
2017-12-06 19:30:00,0.305,0.285,0.415,0.3596276595744681,0.30746590632063064,0.2585
